initial_condition,time,output,parameter,S1,ST
80_60,15,0,k-4,0.022924566635754384,0.08018645584758537
80_60,15,1,k2,0.20604266361619203,0.30396058792819
80_60,15,1,k3,0.028813989646493798,0.061318458813370745
80_60,15,1,k4,0.09060012570284932,0.15397281022703485
80_60,15,1,k5,-0.0005090164099616865,0.002369145748215624
80_60,15,1,KS,0.45396052894427374,0.5527242406065913
80_60,15,1,KP,0.019415334074756863,0.03909817163490345
80_60,15,1,KN,0.030576094351951383,0.0632166497856836
80_60,15,1,k-4,0.00643409163762705,0.012317457304378826
80_60,15,2,k2,0.20604266361619203,0.30396058792819
80_60,15,2,k3,0.0288139896464938,0.061318458813370745
80_60,15,2,k4,0.09060012570284932,0.15397281022703485
80_60,15,2,k5,-0.0005090164099616762,0.0023691457482156236
80_60,15,2,KS,0.45396052894427374,0.5527242406065913
80_60,15,2,KP,0.01941533407475688,0.03909817163490345
80_60,15,2,KN,0.03057609435195139,0.06321664978568362
80_60,15,2,k-4,0.006434091637627054,0.012317457304378826
80_60,15,3,k2,0.008414628667579877,0.1395763897705586
80_60,15,3,k3,0.005934243489817663,0.14541312345411797
80_60,15,3,k4,0.10802042956819091,0.30760188514952536
80_60,15,3,k5,-0.005782576823693127,0.003839124870102128
80_60,15,3,KS,0.029190467652558224,0.5041612741315958
80_60,15,3,KP,0.10101867451263374,0.38724213890308146
80_60,15,3,KN,0.02113315723802173,0.12584056997534207
80_60,15,3,k-4,0.019212806160975864,0.10553985406086382
80_60,16,0,k2,0.14707953411046193,0.25395400655995787
80_60,16,0,k3,0.0011736942969873656,0.04629322867336182
80_60,16,0,k4,0.0020334883737928087,0.05580069000673018
80_60,16,0,k5,-0.0024196711890024144,0.0018778335751760986
80_60,16,0,KS,0.33302501521201106,0.562446315360479
80_60,16,0,KP,0.11316650085381155,0.31318504136222525
80_60,16,0,KN,-0.0008242652913869076,0.03902036584403606
80_60,16,0,k-4,0.024737272616365647,0.09009506736313021
80_60,16,1,k2,0.21001446730949616,0.30687931108370387
80_60,16,1,k3,0.030626735674234958,0.06344174662885597
80_60,16,1,k4,0.094834531411258,0.15821323039491164
80_60,16,1,k5,-0.0005381331319137061,0.002472898407936895
80_60,16,1,KS,0.44050831972932813,0.5369971411451023
80_60,16,1,KP,0.021318673019419688,0.04096824459312439
80_60,16,1,KN,0.032796527908327495,0.06594694444780257
80_60,16,1,k-4,0.007034903713201003,0.013348156144004126
80_60,16,2,k2,0.2100144673094961,0.3068793110837038
80_60,16,2,k3,0.030626735674234955,0.06344174662885596
80_60,16,2,k4,0.09483453141125797,0.1582132303949116
80_60,16,2,k5,-0.0005381331319136984,0.0024728984079368933
80_60,16,2,KS,0.4405083197293281,0.5369971411451022
80_60,16,2,KP,0.021318673019419702,0.040968244593124384
80_60,16,2,KN,0.03279652790832751,0.06594694444780257
80_60,16,2,k-4,0.0070349037132009995,0.013348156144004123
80_60,16,3,k2,0.005435719578185235,0.13645514386594162
80_60,16,3,k3,0.0047995359729555084,0.14232091481525036
80_60,16,3,k4,0.10460166893583871,0.29346869221184013
80_60,16,3,k5,-0.005907147578760494,0.0036809494206627344
80_60,16,3,KS,0.018864025441683675,0.5018435531771526
80_60,16,3,KP,0.1024554432835809,0.3981075686257439
80_60,16,3,KN,0.020424906375345078,0.1235828139568503
80_60,16,3,k-4,0.019604404355312507,0.11391107204416451
80_60,17,0,k2,0.13929716441985962,0.24864529100869856
80_60,17,0,k3,0.000977954053245537,0.04923585269442532
80_60,17,0,k4,0.002164209221315942,0.058925429315973325
80_60,17,0,k5,-0.0024831009626652676,0.00194586843733903
80_60,17,0,KS,0.3016611980662049,0.5473024908385045
80_60,17,0,KP,0.12119907105724537,0.3348242448904368
80_60,17,0,KN,-0.0007655378631136656,0.041757718979957774
80_60,17,0,k-4,0.026406655164327796,0.10013311261142771
80_60,17,1,k2,0.21359177528449413,0.3095706161936004
80_60,17,1,k3,0.032445911184041595,0.06553016663804184
80_60,17,1,k4,0.09894494735529254,0.16231996750924693
80_60,17,1,k5,-0.000562741105223547,0.0025724512802199444
80_60,17,1,KS,0.4277876831051166,0.5220568176455541
80_60,17,1,KP,0.023169923627515708,0.04274321134021475
80_60,17,1,KN,0.03497804532160299,0.06861539522727512
80_60,17,1,k-4,0.007641532922096127,0.014377474574800686
80_60,17,2,k2,0.21359177528449413,0.3095706161936004
80_60,17,2,k3,0.032445911184041595,0.06553016663804184
80_60,17,2,k4,0.09894494735529254,0.16231996750924696
80_60,17,2,k5,-0.00056274110522354,0.0025724512802199444
80_60,17,2,KS,0.4277876831051166,0.5220568176455541
80_60,17,2,KP,0.02316992362751573,0.04274321134021475
80_60,17,2,KN,0.03497804532160301,0.06861539522727512
80_60,17,2,k-4,0.007641532922096128,0.014377474574800686
80_60,17,3,k2,0.0029225991890778564,0.13436739514542734
80_60,17,3,k3,0.003719134030936217,0.13817145901019487
80_60,17,3,k4,0.1012062393472502,0.2793830080819641
80_60,17,3,k5,-0.006015733834744538,0.0034991328221652416
80_60,17,3,KS,0.010806928837778153,0.4995993021137344
80_60,17,3,KP,0.10344898783606289,0.407213257822829
80_60,17,3,KN,0.01976596904375019,0.12107841791232737
80_60,17,3,k-4,0.01989994604521314,0.1219936109535733
80_60,18,0,k2,0.13112446042212886,0.24338470838425166
80_60,18,0,k3,0.0007084915521429419,0.051484005028508556
80_60,18,0,k4,0.002307463476742495,0.06138500410775551
80_60,18,0,k5,-0.0025263925892965522,0.001985098876098834
80_60,18,0,KS,0.27240726243242436,0.5333534266700339
80_60,18,0,KP,0.12846887132479903,0.3549164645154571
80_60,18,0,KN,-0.0007014702126772187,0.04420995103111822
80_60,18,0,k-4,0.02793644335148868,0.11014996664569492
80_60,18,1,k2,0.21682956025421526,0.3120450742202425
80_60,18,1,k3,0.03419189322622353,0.06756712295556305
80_60,18,1,k4,0.1029292796460239,0.16629973880172888
80_60,18,1,k5,-0.0005747502740606839,0.002671070651863588
80_60,18,1,KS,0.41572584066537027,0.5077987438235954
80_60,18,1,KP,0.024949920055232607,0.044407966761149345
80_60,18,1,KN,0.03712846654517559,0.07123584551816839
80_60,18,1,k-4,0.008257673488594896,0.01540313182587662
80_60,18,2,k2,0.2168295602542152,0.3120450742202425
80_60,18,2,k3,0.03419189322622351,0.06756712295556302
80_60,18,2,k4,0.10292927964602387,0.16629973880172888
80_60,18,2,k5,-0.0005747502740606835,0.002671070651863588
80_60,18,2,KS,0.41572584066537027,0.5077987438235954
80_60,18,2,KP,0.02494992005523261,0.044407966761149345
80_60,18,2,KN,0.0371284665451756,0.0712358455181684
80_60,18,2,k-4,0.008257673488594885,0.01540313182587662
80_60,18,3,k2,0.0008213222021271124,0.13346865133174038
80_60,18,3,k3,0.002719803658538904,0.13329798983698657
80_60,18,3,k4,0.09794587124848186,0.26569073691343026
80_60,18,3,k5,-0.006109217704810575,0.0033041752918103193
80_60,18,3,KS,0.004601786393020684,0.497150619104193
80_60,18,3,KP,0.10411754265879593,0.4147314597938029
80_60,18,3,KN,0.01916873584241046,0.11840435975794476
80_60,18,3,k-4,0.020128349499906075,0.1296841534945273
80_60,19,0,k2,0.12277312692065247,0.23851089398012618
80_60,19,0,k3,0.0004017490643065487,0.05302930039736099
80_60,19,0,k4,0.002464960317119766,0.06323195532858021
80_60,19,0,k5,-0.0025537387794899837,0.0019988547842069806
80_60,19,0,KS,0.24538896078786337,0.5204494418473025
80_60,19,0,KP,0.134992625108008,0.37334497218690976
80_60,19,0,KN,-0.0006288637984045891,0.04636804172707818
80_60,19,0,k-4,0.029323311482394365,0.11988841600304352
80_60,19,1,k2,0.21977610443511061,0.3142974275388828
80_60,19,1,k3,0.03595044218137288,0.06957796009233873
80_60,19,1,k4,0.10677676093574065,0.1701434861562111
80_60,19,1,k5,-0.0005571705979041023,0.002767550223493227
80_60,19,1,KS,0.4042827959177967,0.49423676716784004
80_60,19,1,KP,0.02666785314667819,0.04597919510388755
80_60,19,1,KN,0.03925897721474553,0.0738026452518821
80_60,19,1,k-4,0.008891661745179472,0.016418440636449445
80_60,19,2,k2,0.21977610443511067,0.3142974275388828
80_60,19,2,k3,0.03595044218137288,0.06957796009233871
80_60,19,2,k4,0.10677676093574064,0.17014348615621108
80_60,19,2,k5,-0.0005571705979040904,0.0027675502234932275
80_60,19,2,KS,0.40428279591779664,0.49423676716784004
80_60,19,2,KP,0.02666785314667821,0.04597919510388756
80_60,19,2,KN,0.03925897721474555,0.0738026452518821
80_60,19,2,k-4,0.00889166174517948,0.01641844063644944
80_60,19,3,k2,-0.0009225415378870767,0.1338725875080038
80_60,19,3,k3,0.001805510003386603,0.1279614556719249
80_60,19,3,k4,0.09487990240385741,0.25262115862457324
80_60,19,3,k5,-0.006188298265864352,0.0031061149741822116
80_60,19,3,KS,-0.00010840643415317861,0.49431562591831735
80_60,19,3,KP,0.10457438754035596,0.4208785891209504
80_60,19,3,KN,0.01863401509878254,0.11563844368273773
80_60,19,3,k-4,0.020303468981099523,0.13682611813826231
80_60,20,0,k2,0.11442619854832314,0.23430894404600483
80_60,20,0,k3,7.665043743571327e-05,0.053975297662410125
80_60,20,0,k4,0.002640886113622559,0.0645350941839847
80_60,20,0,k5,-0.0025725298491144724,0.0019938028341738995
80_60,20,0,KS,0.22067525708631083,0.5085210108487784
80_60,20,0,KP,0.14078428629013523,0.3900260077703168
80_60,20,0,KN,-0.0005451930094029307,0.048211280084894816
80_60,20,0,k-4,0.03057676669756619,0.1292382101557592
80_60,20,1,k2,0.2224421431278559,0.31633348175046444
80_60,20,1,k3,0.03771101524474022,0.07155258621048573
80_60,20,1,k4,0.11048788843596632,0.1738663003914503
80_60,20,1,k5,-0.000530591545022086,0.002859068693878519
80_60,20,1,KS,0.3933920807134651,0.48138074012412946
80_60,20,1,KP,0.02832827992686924,0.047455233926661046
80_60,20,1,KN,0.041354679644626226,0.07630802141408304
80_60,20,1,k-4,0.009527171567956409,0.017424052646381524
80_60,20,2,k2,0.22244214312785593,0.3163334817504645
80_60,20,2,k3,0.037711015244740236,0.07155258621048573
80_60,20,2,k4,0.11048788843596632,0.17386630039145032
80_60,20,2,k5,-0.0005305915450220791,0.0028590686938785186
80_60,20,2,KS,0.39339208071346515,0.4813807401241295
80_60,20,2,KP,0.02832827992686925,0.04745523392666106
80_60,20,2,KN,0.041354679644626254,0.07630802141408305
80_60,20,2,k-4,0.00952717156795641,0.017424052646381524
80_60,20,3,k2,-0.0023617596288857618,0.1356258073004915
80_60,20,3,k3,0.00098438429227003,0.12243435822408708
80_60,20,3,k4,0.09203659141203588,0.24031254893664147
80_60,20,3,k5,-0.006255112640777498,0.002914155095378793
80_60,20,3,KS,-0.0036112652018440074,0.4910598338330059
80_60,20,3,KP,0.10488280142109585,0.4258176562982836
80_60,20,3,KN,0.018161570872411957,0.11282875909709314
80_60,20,3,k-4,0.02044060129392969,0.14334761931274956
80_60,21,0,k2,0.10620974721358188,0.23108988829420085
80_60,21,0,k3,-0.0002575378767589647,0.05439910964386146
80_60,21,0,k4,0.0028447009034037623,0.06540418914494321
80_60,21,0,k5,-0.0025832874532483938,0.001974698992805949
80_60,21,0,KS,0.19823739953393432,0.49739205966792055
80_60,21,0,KP,0.14591019431969734,0.40497101227214993
80_60,21,0,KN,-0.00045424445988554476,0.04970940775706122
80_60,21,0,k-4,0.03170082594079818,0.13803555867957837
80_60,21,1,k2,0.22484451900555985,0.31813829910446506
80_60,21,1,k3,0.039462971588949916,0.07348831410074207
80_60,21,1,k4,0.11407769164027753,0.1774668783106995
80_60,21,1,k5,-0.00048630970468832325,0.002946572111420028
80_60,21,1,KS,0.38301789237090234,0.4691732557246875
80_60,21,1,KP,0.02992904429883286,0.04884223203247711
80_60,21,1,KN,0.04340514806194629,0.07876702166425946
80_60,21,1,k-4,0.010160102313647161,0.018415317951879624
80_60,21,2,k2,0.22484451900555988,0.3181382991044651
80_60,21,2,k3,0.03946297158894992,0.07348831410074207
80_60,21,2,k4,0.11407769164027753,0.1774668783106995
80_60,21,2,k5,-0.00048630970468830487,0.0029465721114200288
80_60,21,2,KS,0.3830178923709024,0.46917325572468754
80_60,21,2,KP,0.02992904429883288,0.048842232032477124
80_60,21,2,KN,0.04340514806194632,0.07876702166425946
80_60,21,2,k-4,0.010160102313647165,0.018415317951879628
80_60,21,3,k2,-0.003548367991724232,0.1388151950347557
80_60,21,3,k3,0.0002583362010517593,0.11690453839442602
80_60,21,3,k4,0.08942278652869792,0.2288567365045847
80_60,21,3,k5,-0.006313940930745093,0.0027330988262646823
80_60,21,3,KS,-0.006153687784188747,0.48736390578975997
80_60,21,3,KP,0.10511506447471916,0.4297192986256423
80_60,21,3,KN,0.017747802508671695,0.10998875015599673
80_60,21,3,k-4,0.02054796172492103,0.14915204609830066
80_60,22,0,k2,0.09822758413816815,0.22900685774283044
80_60,22,0,k3,-0.0005857264063204591,0.05440738688978235
80_60,22,0,k4,0.003074378244109185,0.06590029872354662
80_60,22,0,k5,-0.0025891819670204345,0.001942259078217212
80_60,22,0,KS,0.1779715694814228,0.48700764665645346
80_60,22,0,KP,0.15036806013455606,0.4181561819554657
80_60,22,0,KN,-0.0003577213782159813,0.05091414800348222
80_60,22,0,k-4,0.03270644657536012,0.14606758937660236
80_60,22,1,k2,0.22701875231750146,0.3197429431004492
80_60,22,1,k3,0.04120914178924563,0.07538372643844679
80_60,22,1,k4,0.11755044355553355,0.18095279236273512
80_60,22,1,k5,-0.00043137581799596703,0.003029964183650005
80_60,22,1,KS,0.37314129787567824,0.4575371410865302
80_60,22,1,KP,0.03145822308473958,0.050135108083990985
80_60,22,1,KN,0.04540776669458681,0.08116509537262122
80_60,22,1,k-4,0.0107783814146171,0.019390995403190267
80_60,22,2,k2,0.22701875231750152,0.31974294310044926
80_60,22,2,k3,0.041209141789245646,0.07538372643844682
80_60,22,2,k4,0.11755044355553357,0.18095279236273515
80_60,22,2,k5,-0.00043137581799595386,0.0030299641836500045
80_60,22,2,KS,0.37314129787567835,0.4575371410865303
80_60,22,2,KP,0.0314582230847396,0.050135108083991
80_60,22,2,KN,0.04540776669458683,0.08116509537262122
80_60,22,2,k-4,0.010778381414617105,0.019390995403190274
80_60,22,3,k2,-0.0045203048718319705,0.14341635298284067
80_60,22,3,k3,-0.0003720576942355808,0.11151760470552248
80_60,22,3,k4,0.08702828912040862,0.21826072897026108
80_60,22,3,k5,-0.0063635145010864725,0.0025648935256202283
80_60,22,3,KS,-0.007936617674789537,0.483307286021716
80_60,22,3,KP,0.10528385561220306,0.4326834066012484
80_60,22,3,KN,0.017387364803691987,0.1071695175228158
80_60,22,3,k-4,0.020637318978030627,0.1541431757748226
80_60,23,0,k2,0.09056287452585188,0.22828804757734864
80_60,23,0,k3,-0.0009006658348358881,0.05408523115255323
80_60,23,0,k4,0.0033308665206500257,0.06612365586026114
80_60,23,0,k5,-0.002582342320498364,0.0019065438470624336
80_60,23,0,KS,0.15976615733180508,0.4772523399541281
80_60,23,0,KP,0.1542420324489838,0.42972055117545416
80_60,23,0,KN,-0.00025764683931998357,0.051814007705600976
80_60,23,0,k-4,0.033605910490773036,0.15334846179656741
80_60,23,1,k2,0.2289834393245484,0.32115593197612136
80_60,23,1,k3,0.042943399699180686,0.07724086854933808
80_60,23,1,k4,0.12091614893799346,0.1843357507836634
80_60,23,1,k5,-0.0003597324880168524,0.003109455003726793
80_60,23,1,KS,0.36370982903042337,0.4464579614334195
80_60,23,1,KP,0.032906076556075685,0.0513446792015968
80_60,23,1,KN,0.04735515472127344,0.08350678150898709
80_60,23,1,k-4,0.011383568950334178,0.02035126881281348
80_60,23,2,k2,0.22898343932454843,0.32115593197612136
80_60,23,2,k3,0.04294339969918069,0.0772408685493381
80_60,23,2,k4,0.12091614893799346,0.1843357507836634
80_60,23,2,k5,-0.0003597324880168438,0.003109455003726793
80_60,23,2,KS,0.3637098290304235,0.4464579614334195
80_60,23,2,KP,0.0329060765560757,0.0513446792015968
80_60,23,2,KN,0.047355154721273454,0.0835067815089871
80_60,23,2,k-4,0.01138356895033418,0.02035126881281348
80_60,23,3,k2,-0.005309300973340562,0.14947946974696866
80_60,23,3,k3,-0.0009087363227579043,0.10636957967112369
80_60,23,3,k4,0.08483909264947943,0.20852753143032013
80_60,23,3,k5,-0.006401148711277597,0.0024137213635964535
80_60,23,3,KS,-0.009117287230891745,0.4789312346764334
80_60,23,3,KP,0.10543239868274626,0.4348722719511779
80_60,23,3,KN,0.017074232525744748,0.10438204821805573
80_60,23,3,k-4,0.020712902181854332,0.1583379873062189
80_60,24,0,k2,0.0832489320015789,0.22905604406538732
80_60,24,0,k3,-0.0012036400347750827,0.053541106676472314
80_60,24,0,k4,0.0036030786656730983,0.06613512875740887
80_60,24,0,k5,-0.002558693215380304,0.0018657570343473386
80_60,24,0,KS,0.14343085226329197,0.4681018672745784
80_60,24,0,KP,0.15759693457465285,0.4397970031914869
80_60,24,0,KN,-0.0001517453794846394,0.05247051977488187
80_60,24,0,k-4,0.0344231481668226,0.1597302847764059
80_60,24,1,k2,0.23077587058464338,0.3224186926405468
80_60,24,1,k3,0.044656635815445336,0.07905748648342242
80_60,24,1,k4,0.12418923089444238,0.1876322199881901
80_60,24,1,k5,-0.0002662775436440868,0.0031868389180538833
80_60,24,1,KS,0.354672776605547,0.43588852249305965
80_60,24,1,KP,0.03429468038643047,0.05248018155388109
80_60,24,1,KN,0.049272574974717646,0.08578643000093869
80_60,24,1,k-4,0.012008642104437287,0.021292886942499003
80_60,24,2,k2,0.23077587058464333,0.32241869264054673
80_60,24,2,k3,0.044656635815445336,0.07905748648342242
80_60,24,2,k4,0.12418923089444237,0.18763221998819007
80_60,24,2,k5,-0.0002662775436440786,0.003186838918053882
80_60,24,2,KS,0.35467277660554697,0.4358885224930596
80_60,24,2,KP,0.034294680386430486,0.05248018155388108
80_60,24,2,KN,0.04927257497471765,0.08578643000093868
80_60,24,2,k-4,0.012008642104437282,0.021292886942499003
80_60,24,3,k2,-0.0059499909150228045,0.15700564226754699
80_60,24,3,k3,-0.0013559322725741278,0.10153691082773467
80_60,24,3,k4,0.08282823971911747,0.1996104452603134
80_60,24,3,k5,-0.006425232091616092,0.0022777845715834457
80_60,24,3,KS,-0.009829102221296074,0.4743320952241037
80_60,24,3,KP,0.10557646353288458,0.43641279081884343
80_60,24,3,KN,0.016797089454831073,0.10165827302393945
80_60,24,3,k-4,0.020777044023082916,0.16169789067544763
80_60,25,0,k2,0.07628728869292738,0.23142824522890812
80_60,25,0,k3,-0.001504547639596427,0.05287438961907198
80_60,25,0,k4,0.0038653182393687895,0.06600556061765442
80_60,25,0,k5,-0.0025343855328238524,0.0018269373137326966
80_60,25,0,KS,0.12883872731220594,0.45947782738221266
80_60,25,0,KP,0.16047481220303486,0.44844011561088426
80_60,25,0,KN,-6.0966217485243084e-05,0.05286536473483316
80_60,25,0,k-4,0.035140349019917395,0.16522157822909464
80_60,25,1,k2,0.23237437738996433,0.3235290388749014
80_60,25,1,k3,0.0463206052255794,0.08083359707857139
80_60,25,1,k4,0.1273402024885604,0.19083956304330285
80_60,25,1,k5,-0.00017257709701171326,0.0032601165912685293
80_60,25,1,KS,0.34603186149402276,0.425847971360656
80_60,25,1,KP,0.03560970983944707,0.05353808676039752
80_60,25,1,KN,0.05113589162459852,0.0880116266612658
80_60,25,1,k-4,0.012616879642032052,0.022214599928230827
80_60,25,2,k2,0.2323743773899643,0.3235290388749014
80_60,25,2,k3,0.0463206052255794,0.08083359707857139
80_60,25,2,k4,0.1273402024885604,0.19083956304330285
80_60,25,2,k5,-0.00017257709701170752,0.0032601165912685293
80_60,25,2,KS,0.34603186149402276,0.425847971360656
80_60,25,2,KP,0.03560970983944708,0.05353808676039753
80_60,25,2,KN,0.05113589162459854,0.08801162666126582
80_60,25,2,k-4,0.012616879642032057,0.022214599928230827
80_60,25,3,k2,-0.006470086282040665,0.16602191453569484
80_60,25,3,k3,-0.0017189465731681055,0.09706498968811716
80_60,25,3,k4,0.0809712598175895,0.1914621684825672
80_60,25,3,k5,-0.006437628892027009,0.002158900648852166
80_60,25,3,KS,-0.01016161474932537,0.46957058368404564
80_60,25,3,KP,0.10572229111532531,0.4373943566920892
80_60,25,3,KN,0.01654628338529599,0.09899501173346689
80_60,25,3,k-4,0.020828068056423323,0.16426048547355446
80_60,26,0,k2,0.06968309735726202,0.23551159124812535
80_60,26,0,k3,-0.0017991014818624748,0.05212083103748291
80_60,26,0,k4,0.0041226658660619905,0.0657644277643145
80_60,26,0,k5,-0.0025107798313677367,0.0017863437445095412
80_60,26,0,KS,0.11580867918633898,0.4514162934611191
80_60,26,0,KP,0.16290533292892428,0.45585648073436386
80_60,26,0,KN,1.2164020636012673e-05,0.05307998430029491
80_60,26,0,k-4,0.03576879162510585,0.16983395066820547
80_60,26,1,k2,0.23378728592448192,0.32447651593919913
80_60,26,1,k3,0.04794032841652699,0.08257385564978138
80_60,26,1,k4,0.13038885214498416,0.19396207078585867
80_60,26,1,k5,-7.853545688123549e-05,0.003329933809777047
