output,time,parameter,S1,ST
CAB,62,KS,0.12172137094076717,0.43538556834648173
CAB,62,KP,0.08527017462310621,0.409798545691058
CAB,62,KN,0.014094364458274736,0.2885513070795458
CAB,62,kmenos4,0.029362546717072502,0.15550917794313543
CAB,63,k2,0.08552106371495855,0.7580016605308165
CAB,63,k3,0.01823218793465171,0.1089683885628745
CAB,63,k4,0.01775518743783013,0.05821384889843314
CAB,63,k5,-0.0003110778901859647,0.0022918651601357104
CAB,63,KS,0.12017363250692992,0.43864673059938464
CAB,63,KP,0.08490710202050587,0.4157987593938168
CAB,63,KN,0.014202962686373959,0.3030783545632312
CAB,63,kmenos4,0.02924842522565908,0.1581745198911896
CAB,64,k2,0.08498119511291273,0.7599991169192196
CAB,64,k3,0.01861151243031542,0.11276836870809849
CAB,64,k4,0.01790647754832131,0.058788426658548
CAB,64,k5,-0.00028622879612914045,0.002193376213324524
CAB,64,KS,0.11867329617672474,0.4422297852266424
CAB,64,KP,0.08453225953247889,0.42199786797094996
CAB,64,KN,0.014305482634324608,0.3179210954442893
CAB,64,kmenos4,0.029128683131078886,0.16105420620117075
CAB,65,k2,0.08445982241982869,0.7595297707513434
CAB,65,k3,0.01898539810073686,0.11669889256809562
CAB,65,k4,0.01804958590628063,0.059375759765671936
CAB,65,k5,-0.0002612739780807169,0.0020971699097249085
CAB,65,KS,0.11721597090577655,0.44610663731788897
CAB,65,KP,0.0841484665798537,0.42837241908822693
CAB,65,KN,0.014402304900453964,0.33305282415619847
CAB,65,kmenos4,0.029003008032795156,0.164134705639538
CAB,66,k2,0.08395594740533746,0.7565847732655039
CAB,66,k3,0.01935342183878854,0.1207684894419297
CAB,66,k4,0.018185690963561683,0.059973784133826
CAB,66,k5,-0.00023597348241647244,0.002006197712949695
CAB,66,KS,0.11579879626882394,0.45028423813916985
CAB,66,KP,0.08375097771287197,0.4349167457169212
CAB,66,KN,0.01449301197977552,0.34839090995746574
CAB,66,kmenos4,0.02887193437881289,0.16741410209625926
CAB,67,k2,0.08346885948719723,0.7512538217179943
CAB,67,k3,0.019715039015383608,0.12496012674152701
CAB,67,k4,0.0183135584184911,0.060584889989377715
CAB,67,k5,-0.00021140384584691,0.0019209766522753228
CAB,67,KS,0.11441985817279292,0.45473224851288224
CAB,67,KP,0.08334119577751438,0.44161438339551
CAB,67,KN,0.014578024001282566,0.3638964113338032
CAB,67,kmenos4,0.028736029775273304,0.1708908974324608
CAB,68,k2,0.08299556507554186,0.7436031529942569
CAB,68,k3,0.0200703411496526,0.1292768123523737
CAB,68,k4,0.018433003342573303,0.061205114912795594
CAB,68,k5,-0.0001872522409995625,0.0018437469861435742
CAB,68,KS,0.11307607420246991,0.4594492555922962
CAB,68,KP,0.08291784777355048,0.44845392966749653
CAB,68,KN,0.014658259930949607,0.37947920898129955
CAB,68,kmenos4,0.028595181496602715,0.17456129033607395
CAB,69,k2,0.08253627264596397,0.7337926430059009
CAB,69,k3,0.020418301592717715,0.1337062910049279
CAB,69,k4,0.018543099259952192,0.0618349142206992
CAB,69,k5,-0.00016358610085332503,0.0017738035013198001
CAB,69,KS,0.11176555059819702,0.46440266356863713
CAB,69,KP,0.08248223221718366,0.4554138056070777
CAB,69,KN,0.014732478975790891,0.39508150188829644
CAB,69,kmenos4,0.028448206730924606,0.17840922197695128
CAB,70,k2,0.08208907257449306,0.7219472362221376
CAB,70,k3,0.02075730995761472,0.13824103113103822
CAB,70,k4,0.018643825048576892,0.0624735558575658
CAB,70,k5,-0.00014134953345467242,0.0017119128786770863
CAB,70,KS,0.1104872585546367,0.46957993173549867
CAB,70,KP,0.08203237327819429,0.46248014515162145
CAB,70,KN,0.014801580493547553,0.41063398388310973
CAB,70,kmenos4,0.028295234627190535,0.18243405520260356
CAB,71,k2,0.08165242292716103,0.7082534813814702
CAB,71,k3,0.021088421211435154,0.14287527959761667
CAB,71,k4,0.018736490776778095,0.06312007705254818
CAB,71,k5,-0.00011857396532472892,0.0016574385888385122
CAB,71,KS,0.1092395533759682,0.4749576104708037
CAB,71,KP,0.0815702479110884,0.4696352967559667
CAB,71,KN,0.014866812627149105,0.4260599846083806
CAB,71,kmenos4,0.028137222363841394,0.18663169257088372
CAB,72,k2,0.08122588290987615,0.6928765859133872
CAB,72,k3,0.021411222786502912,0.14759869414484325
CAB,72,k4,0.018821301033701693,0.06377023215005008
CAB,72,k5,-9.629409651567987e-05,0.001610065074525915
CAB,72,KS,0.10801844672235543,0.4805167674658655
CAB,72,KP,0.08109598110625081,0.47686472800614405
CAB,72,KN,0.014927548200888008,0.4412793460630042
CAB,72,kmenos4,0.027973983263456004,0.19098845921521287
CAB,73,k2,0.0808076017813824,0.6760884909392337
CAB,73,k3,0.0217258412108397,0.15239478043839857
CAB,73,k4,0.018897900321995863,0.06442163605601213
CAB,73,k5,-7.529965357999575e-05,0.0015694160811464957
CAB,73,KS,0.10682218477886718,0.4862253590211097
CAB,73,KP,0.08061042877410543,0.48413723695170163
CAB,73,KN,0.014983666838815454,0.45623517622418736
CAB,73,kmenos4,0.02780601714088275,0.1954893608940984
CAB,74,k2,0.0803977269815387,0.6580285572735893
CAB,74,k3,0.022033000159026348,0.15726214117258783
CAB,74,k4,0.01896703293121065,0.065078966575691
CAB,74,k5,-5.468151469365483e-05,0.001534261890479138
CAB,74,KS,0.10565061139218627,0.49206631231892173
CAB,74,KP,0.08011280049929774,0.49145256284127387
CAB,74,KN,0.01503711874630946,0.4708372463529182
CAB,74,kmenos4,0.02763491728615911,0.20013444660094015
CAB,75,k2,0.07999331803781423,0.6389487761203089
CAB,75,k3,0.02233134842369013,0.16218183628164515
CAB,75,k4,0.019027985233356772,0.06573278760019576
CAB,75,k5,-3.4783199423309994e-05,0.0015040034921339938
CAB,75,KS,0.10449855819071237,0.49802024672298834
CAB,75,KP,0.07960552831414024,0.4987815562037377
CAB,75,KN,0.015088360237250771,0.4850298649154024
CAB,75,kmenos4,0.027459664156104704,0.204908100365273
CAB,76,k2,0.07959227557411169,0.6190923402812484
CAB,76,k3,0.022621632268147673,0.16714417739564394
CAB,76,k4,0.01908114987290184,0.0663855839983542
CAB,76,k5,-1.5853991848483254e-05,0.0014776385141968276
CAB,76,KS,0.10336642625046281,0.5040513435779107
CAB,76,KP,0.07909119265811804,0.5061036514879036
CAB,76,KN,0.015136770461515653,0.49874065208256363
CAB,76,kmenos4,0.02728097763930656,0.20979580488073443
CAB,77,k2,0.07919430617996001,0.598651479387207
CAB,77,k3,0.022903817465144184,0.17213755181046655
CAB,77,k4,0.019127454008529485,0.06703404589436383
CAB,77,k5,2.372912519268957e-06,0.0014548739329993407
CAB,77,KS,0.1022512199805206,0.5101437512907682
CAB,77,KP,0.07856912476097053,0.5134084618381873
CAB,77,KN,0.015182591737598403,0.5119000431091708
CAB,77,kmenos4,0.027099683339986996,0.2147882848434163
CAB,78,k2,0.07879914668633897,0.5778270846924963
CAB,78,k3,0.02317780495724973,0.17714907812051606
CAB,78,k4,0.019167053298601466,0.06767345293740519
CAB,78,k5,1.975313114108565e-05,0.0014349691040607515
CAB,78,KS,0.1011541252472246,0.5162755691289975
CAB,78,KP,0.07803987365538685,0.5206725712393213
CAB,78,KN,0.015226935510934042,0.5244536726527683
CAB,78,kmenos4,0.026915629963786228,0.21986873249134656
CAB,79,k2,0.0784031375404734,0.5568406728186798
CAB,79,k3,0.023443249241988564,0.18216262956446452
CAB,79,k4,0.019199675174424478,0.06830776644146949
CAB,79,k5,3.62657957531412e-05,0.0014169047425160288
CAB,79,KS,0.10007078802668566,0.5224124652902945
CAB,79,KP,0.07750407508009406,0.5278742637543591
CAB,79,KN,0.015268088799403147,0.536349710776457
CAB,79,kmenos4,0.026728298435947942,0.2250277867848037
CAB,80,k2,0.07800692298242541,0.5358736442127691
CAB,80,k3,0.023700287879431802,0.18716546495499586
CAB,80,k4,0.019225691618636468,0.0689322715492551
CAB,80,k5,5.2322838170963345e-05,0.0014006611220848378
CAB,80,KS,0.09900035963998566,0.5285376129731096
CAB,80,KP,0.07696745403789523,0.5350021865966386
CAB,80,KN,0.015307888160696115,0.5475397226353685
CAB,80,kmenos4,0.02653936903874046,0.23024748269486825
CAB,81,k2,0.07760900441956105,0.515097180347638
CAB,81,k3,0.023947708957886657,0.1921456987949032
CAB,81,k4,0.019244734621904895,0.06954148690248728
CAB,81,k5,6.67804509324066e-05,0.0013856547018146423
CAB,81,KS,0.09794000454056741,0.5346349029135545
CAB,81,KP,0.07642951300914101,0.5420365933094343
CAB,81,KN,0.015345505732677338,0.5579809241688173
CAB,81,kmenos4,0.0263473431646386,0.2355154864925196
CAB,82,k2,0.07720679445546047,0.4946507845692925
CAB,82,k3,0.024186387500992057,0.19709114952217874
CAB,82,k4,0.019257930670854878,0.07013939057094991
CAB,82,k5,8.014106907552422e-05,0.0013714568559070846
CAB,82,KS,0.09688818734577472,0.5406792719627359
CAB,82,KP,0.07589245130407296,0.5489689326443238
CAB,82,KN,0.01538093518933855,0.5676480962502927
CAB,82,kmenos4,0.0261530788718331,0.2408231352761844
CAB,83,k2,0.07679973906414062,0.4746703773076924
CAB,83,k3,0.02441585409587817,0.20198603017697414
CAB,83,k4,0.01926462731293675,0.07072116922455536
CAB,83,k5,9.273001577031611e-05,0.0013574192586832832
CAB,83,KS,0.09584463008815743,0.5466455747206517
CAB,83,KP,0.07535635975642248,0.5557819241041145
CAB,83,KN,0.015415427463264457,0.5764973885941759
CAB,83,kmenos4,0.025957495396110804,0.24615061077965963
CAB,84,k2,0.07638848337983604,0.45527735637799654
CAB,84,k3,0.02463658603140788,0.20682156600613866
CAB,84,k4,0.019265711328645768,0.0712891758324584
CAB,84,k5,0.00010448197625926377,0.0013442121943400174
CAB,84,KS,0.09481042507312591,0.5525223944763478
CAB,84,KP,0.07482345918864797,0.5624670246424183
CAB,84,KN,0.015448419196984295,0.5845119136898086
CAB,84,kmenos4,0.025760346115231324,0.2514909763789513
CAB,85,k2,0.07597075044193753,0.4365473964365591
CAB,85,k3,0.02484860854497936,0.21158442951885534
CAB,85,k4,0.01926071329886235,0.07183940896610208
CAB,85,k5,0.00011527452935305435,0.001331541684893593
CAB,85,KS,0.09378184184186926,0.5582994026107878
CAB,85,KP,0.07429829170363428,0.5690122263909964
CAB,85,KN,0.015479378278006052,0.5916822170808387
CAB,85,kmenos4,0.02556220765374653,0.25682852824598995
CAB,86,k2,0.07554562290854468,0.41857125084074576
CAB,86,k3,0.02505265283566979,0.216268892751607
CAB,86,k4,0.019249402498938847,0.07237096247525651
CAB,86,k5,0.00012509505334725216,0.0013186995788098173
CAB,86,KS,0.09275831172459748,0.563951199374245
CAB,86,KP,0.07378145470357439,0.5754121488925602
CAB,86,KN,0.015508564167691608,0.5979942894931444
CAB,86,kmenos4,0.025362978728226775,0.26215418599458445
CAB,87,k2,0.07511295064476267,0.40140592559128446
CAB,87,k3,0.025247722229410515,0.22085954475068958
CAB,87,k4,0.019232779396899036,0.07288417267816766
CAB,87,k5,0.00013441700419065115,0.0013060731506872808
CAB,87,KS,0.09174072896295837,0.5694694329778786
CAB,87,KP,0.07327347712382795,0.5816560588549426
CAB,87,KN,0.01553637761671088,0.6034591795213261
CAB,87,kmenos4,0.02516215555837431,0.26744995966944596
CAB,88,k2,0.07467298147255717,0.38508199604369714
CAB,88,k3,0.02543478420671479,0.22535074756862497
CAB,88,k4,0.01921149257317159,0.07338197650044308
CAB,88,k5,0.0001427922938112464,0.0012936867382442499
CAB,88,KS,0.09072956569521373,0.5748450614322295
CAB,88,KP,0.07277564068628718,0.5877418693763616
CAB,88,KN,0.015562781998371784,0.6080646190195821
CAB,88,kmenos4,0.024961317649753147,0.27271385830231837
CAB,89,k2,0.07422444539498878,0.36963277204601647
CAB,89,k3,0.02561345011223096,0.2297346664581094
CAB,89,k4,0.019184963466341628,0.07385715131808544
CAB,89,k5,0.0001509330227866491,0.0012815215557246348
CAB,89,KS,0.08972238172061858,0.5800628485100384
CAB,89,KP,0.07229122292818015,0.5936633862002799
CAB,89,KN,0.01558815208482745,0.6118414039933472
CAB,89,kmenos4,0.024760234104305428,0.2779324819463173
CAB,90,k2,0.07376639375506912,0.35508086200159633
CAB,90,k3,0.025783962316243737,0.23400080999345954
CAB,90,k4,0.01915446373346227,0.07431053216922809
CAB,90,k5,0.00015815357201310115,0.001268891790344928
CAB,90,KS,0.08871851916632416,0.5851110160203485
CAB,90,KP,0.07182281977396643,0.5994184131102945
CAB,90,KN,0.01561224925199467,0.6148024320333422
CAB,90,kmenos4,0.024558939025707424,0.2830897246347226
CAB,91,k2,0.07329844558863924,0.3414230038862833
CAB,91,k3,0.025946166569058376,0.238147105321463
CAB,91,k4,0.01911976422358445,0.07474419679263904
CAB,91,k5,0.0001642838084240966,0.0012561066973340383
CAB,91,KS,0.08771900345315103,0.5899969710123546
CAB,91,KP,0.07136835935576934,0.6050035247232176
CAB,91,KN,0.015634766828441993,0.616963769746388
CAB,91,kmenos4,0.024357793079281417,0.28818569322671966
CAB,92,k2,0.07282097478231249,0.32865056797548015
CAB,92,k3,0.02610024438888751,0.24216553245281505
CAB,92,k4,0.019080853224142925,0.07515706980362803
CAB,92,k5,0.0001701802569879535,0.0012434367005658062
CAB,92,KS,0.08672308223305386,0.5947010454198031
CAB,92,KP,0.07093151806255371,0.6104189964840528
CAB,92,KN,0.015656233449920766,0.6183494837762926
CAB,92,kmenos4,0.024157089361706796,0.2932078862927084
CAB,93,k2,0.07233268797182388,0.3167498939480011
CAB,93,k3,0.02624606659722407,0.24605349428466736
CAB,93,k4,0.019037736264364436,0.07555045964560927
CAB,93,k5,0.00017526395177192065,0.0012305566461012823
CAB,93,KS,0.08572887166591386,0.5992200665726412
CAB,93,KP,0.07051094129718447,0.6156637378214668
CAB,93,KN,0.015675523430360116,0.6189965523392297
CAB,93,kmenos4,0.023956892708414012,0.2981520419231653
CAB,94,k2,0.07183431095149347,0.30570512726148474
CAB,94,k3,0.02638408111326758,0.24980403413889707
CAB,94,k4,0.01899091133031747,0.07592153451136195
CAB,94,k5,0.00017972317901561775,0.0012177343816466386
CAB,94,KS,0.08473688961860794,0.6035504534406279
CAB,94,KP,0.07011241626698701,0.6207339280656883
CAB,94,KN,0.015692343482100305,0.6189342348579105
CAB,94,kmenos4,0.023757562823400566,0.3030071493356235
CAB,95,k2,0.07132505855742768,0.29549264225735655
CAB,95,k3,0.026514381366769535,0.25341446940568935
CAB,95,k4,0.01894003596835878,0.07627231466483034
CAB,95,k5,0.0001839285103776527,0.0012048951379784723
CAB,95,KS,0.08374886293007633,0.6076872106499743
CAB,95,KP,0.0697312268888807,0.6256321964691389
CAB,95,KN,0.015707422012486556,0.6182080854639428
CAB,95,kmenos4,0.023559066463473857,0.30776906886097816
CAB,96,k2,0.07080498191610082,0.28607839982450795
CAB,96,k3,0.02663659750238159,0.25688043794065024
CAB,96,k4,0.018885458203269093,0.07660065123089994
CAB,96,k5,0.0001873965817985565,0.001191762273849918
CAB,96,KS,0.08276265574472837,0.6116313062913455
CAB,96,KP,0.06936981333736408,0.6303601754415554
CAB,96,KN,0.015720846233644826,0.6168440507491307
CAB,96,kmenos4,0.023360741716017475,0.31243214289411536
CAB,97,k2,0.07027375105946931,0.2774324093913129
CAB,97,k3,0.026751037640316805,0.2602011658343895
CAB,97,k4,0.01882805871889045,0.07690746924808611
CAB,97,k5,0.00019034682599100865,0.0011788373594452813
CAB,97,KS,0.08177861654333198,0.6153801283214182
CAB,97,KP,0.06903067367636383,0.6349141894401036
CAB,97,KN,0.015733322807529645,0.6148966321616585
CAB,97,kmenos4,0.02316312901686717,0.3169908659465141
CAB,98,k2,0.06973150217342965,0.26951478775941723
CAB,98,k3,0.026858660104139603,0.26338013609593
CAB,98,k4,0.0187670694612181,0.07719545680311034
CAB,98,k5,0.0001926800041085539,0.0011658680262647647
CAB,98,KS,0.08079623462679948,0.6189285246639041
CAB,98,KP,0.06871619415894621,0.6393037122989161
CAB,98,KN,0.015743128283960888,0.6123725153271168
CAB,98,kmenos4,0.022966831118126616,0.32144104949177915
CAB,99,k2,0.06917745021400623,0.2623000855925852
CAB,99,k3,0.02695945511148024,0.2664106390393029
CAB,99,k4,0.018703463740272572,0.07745979304202245
CAB,99,k5,0.0001945431032125126,0.0011527915245534688
CAB,99,KS,0.07981735078499408,0.622281655741931
CAB,99,KP,0.06842295348794714,0.6435296795767752
CAB,99,KN,0.01575118771613117,0.6093481024525756
CAB,99,kmenos4,0.02277184510062456,0.3257785952824233
CAB,100,k2,0.06861171964889563,0.2557465561062766
CAB,100,k3,0.027052778260968774,0.26929037974101216
CAB,100,k4,0.018636992928075954,0.0777040060796539
CAB,100,k5,0.0001962512697109407,0.0011400122809744298
CAB,100,KS,0.07884086872922992,0.6254340990541057
CAB,100,KP,0.0681519455743403,0.6475914254843859
CAB,100,KN,0.015756988659666012,0.6058514029540535
CAB,100,kmenos4,0.022577882045503806,0.32999805262359405
CAB,101,k2,0.0680344005320468,0.24981324340500136
CAB,101,k3,0.027139143471413163,0.27202497100686723
CAB,101,k4,0.018567889564041717,0.07792730274542008
CAB,101,k5,0.00019752765354768444,0.0011273009658772264
CAB,101,KS,0.07786580326275983,0.6283904078361809
CAB,101,KP,0.06790545521684979,0.651494155829333
CAB,101,KN,0.0157604136949604,0.6019120861730584
CAB,101,kmenos4,0.022384830084275918,0.33409861806886537
CAB,102,k2,0.06744542484840274,0.2444749199467415
CAB,102,k3,0.027219044354149846,0.27460727168911175
CAB,102,k4,0.018496470149175877,0.07813092194014802
CAB,102,k5,0.00019851506826401447,0.0011145653145418412
CAB,102,KS,0.07689320109294925,0.6311495926875609
CAB,102,KP,0.06768360339297873,0.6552375631777434
CAB,102,KN,0.015762139231566,0.597583929962518
CAB,102,kmenos4,0.02219332800866053,0.3380755770135117
CAB,103,k2,0.06684493839141932,0.23968780324132855
CAB,103,k3,0.027292701709925385,0.2770470025779005
CAB,103,k4,0.01842263645107734,0.0783114579332314
CAB,103,k5,0.00019960458709723252,0.0011020813823821897
CAB,103,KS,0.07592286149874765,0.633710257039841
CAB,103,KP,0.06748502373628087,0.6588230562230165
CAB,103,KN,0.01576237278405221,0.592900207357098
CAB,103,kmenos4,0.022003049274942153,0.34192731357897604
CAB,104,k2,0.06623361203608857,0.23541975338985288
CAB,104,k3,0.027359996199236295,0.27933768431153455
CAB,104,k4,0.01834630320380645,0.07847513352057726
CAB,104,k5,0.00020015782524294686,0.001089654197178194
CAB,104,KS,0.07495438776956936,0.6360804692347106
CAB,104,KP,0.06731274847655455,0.662258291766418
CAB,104,KN,0.015760714828756496,0.5878912550526861
CAB,104,kmenos4,0.021814474530116836,0.34565345995441366
CAB,105,k2,0.06561144326211528,0.23163839941283246
CAB,105,k3,0.02742152102216905,0.2814882623930866
CAB,105,k4,0.018268142027619096,0.07861688088362574
CAB,105,k5,0.00020086613594316575,0.0010773222249916459
CAB,105,KS,0.0739890880228395,0.6382594144078728
CAB,105,KP,0.06716775868375853,0.6655436175780388
CAB,105,KN,0.01575712427862626,0.5826005698469175
CAB,105,kmenos4,0.02162783062811144,0.3492492338083915
CAB,106,k2,0.06497872815402027,0.22831083903418406
CAB,106,k3,0.027476717617720765,0.28349079852174996
CAB,106,k4,0.01818802778337437,0.07874028472838003
CAB,106,k5,0.00020149053171734176,0.0010654147691440774
CAB,106,KS,0.07302744408383849,0.640252297579075
CAB,106,KP,0.06704755667679942,0.6686830756775054
CAB,106,KN,0.015750614143142033,0.577063003526302
CAB,106,kmenos4,0.021442334869796808,0.35271538986198103
CAB,107,k2,0.06433531258270407,0.22540761382575525
CAB,107,k3,0.027525949824543944,0.2853541750097832
CAB,107,k4,0.018106319191656995,0.07884343620605426
CAB,107,k5,0.0002014039387085126,0.0010536909123232505
CAB,107,KS,0.07206769106490242,0.6420615399150474
CAB,107,KP,0.06695343858279844,0.6716810869611624
CAB,107,KN,0.0157418286804963,0.5713086626443417
CAB,107,kmenos4,0.021258522846684055,0.35605138630116145
CAB,108,k2,0.06368131295470063,0.22289869417928113
CAB,108,k3,0.027568983712293396,0.28707827985201273
CAB,108,k4,0.018022666347963907,0.07892793510266595
CAB,108,k5,0.00020103792209860436,0.0010420906964658868
CAB,108,KS,0.07111138673883961,0.6436849506306643
CAB,108,KP,0.06688496426505704,0.6745378974738786
CAB,108,KN,0.01573017030569949,0.5653642219810914
CAB,108,kmenos4,0.021076024020153978,0.35925386743884347
CAB,109,k2,0.06301743200945759,0.22075509078969524
CAB,109,k3,0.027605371302942782,0.2886691332334373
CAB,109,k4,0.017936796435558264,0.07899515707056852
CAB,109,k5,0.00020034484165549823,0.0010307752650132694
CAB,109,KS,0.07015977041115133,0.6451317752862297
CAB,109,KP,0.06684440908959861,0.6772603276089572
CAB,109,KN,0.015716054391650063,0.5592527583436668
CAB,109,kmenos4,0.02089463555104559,0.3623271747664829
CAB,110,k2,0.06234524207674125,0.2189494664475139
CAB,110,k3,0.027636352590742444,0.2901255622426932
CAB,110,k4,0.017849407142254668,0.07904401101862034
CAB,110,k5,0.00020009301727447808,0.0010198407054344508
